Rk.,,Pitcher,,Batter,Game Pitch #,Pitch,PA,Inning,Result,Pitch Type,Pitch Vel  (MPH),Spin (RPM),VBreak (In.),,HBreak (In.),
298,,,,,10,7,2,1,Ball,Slider,86,2692,40,↓,10,←
,,Tanner Houck,,Aaron Judge,,,,,,,,,,,,
299,,,,,9,6,2,1,Called Strike,Slider,85.1,2614,38,↓,7,←
,,Tanner Houck,,Aaron Judge,,,,,,,,,,,,
300,,,,,8,5,2,1,Ball,Slider,85.6,2694,39,↓,9,←
,,Tanner Houck,,Aaron Judge,,,,,,,,,,,,
301,,,,,7,4,1,1,"In play, no out",4-Seam Fastball,95.2,2285,23,↓,10,→
,,Tanner Houck,,Estevan Florial,,,,,,,,,,,,
302,,,,,6,3,1,1,Ball,Splitter,88.3,1737,36,↓,12,→
,,Tanner Houck,,Estevan Florial,,,,,,,,,,,,
303,,,,,5,2,1,1,Ball,Splitter,88.8,1788,39,↓,17,→
,,Tanner Houck,,Estevan Florial,,,,,,,,,,,,
304,,,,,4,1,1,1,Swinging Strike,Sinker,94.5,2263,34,↓,16,→
,,Tanner Houck,,Estevan Florial,,,,,,,,,,,,
1,,,,,383,29,83,9,Called Strike,Sinker,94.3,2138,15,↓,15,→
,,Tommy Kahnle,,Alex Verdugo,,,,,,,,,,,,
2,,,,,382,28,83,9,Foul,Changeup,85.9,1048,40,↓,14,→
,,Tommy Kahnle,,Alex Verdugo,,,,,,,,,,,,
3,,,,,381,27,83,9,Foul,Changeup,87.3,1304,33,↓,15,→
,,Tommy Kahnle,,Alex Verdugo,,,,,,,,,,,,
4,,,,,380,26,83,9,Foul,Sinker,93.2,2021,18,↓,15,→
,,Tommy Kahnle,,Alex Verdugo,,,,,,,,,,,,
5,,,,,379,25,83,9,Ball,Changeup,86.6,1405,32,↓,15,→
,,Tommy Kahnle,,Alex Verdugo,,,,,,,,,,,,
6,,,,,378,24,82,9,Ball,Changeup,87.4,1433,33,↓,16,→
,,Tommy Kahnle,,Rafael Devers,,,,,,,,,,,,
7,,,,,377,23,82,9,Ball,Sinker,92.6,2096,20,↓,17,→
,,Tommy Kahnle,,Rafael Devers,,,,,,,,,,,,
8,,,,,376,22,82,9,Ball,Changeup,89.1,1566,30,↓,14,→
,,Tommy Kahnle,,Rafael Devers,,,,,,,,,,,,
9,,,,,375,21,82,9,Ball,Sinker,95,2194,17,↓,14,→
,,Tommy Kahnle,,Rafael Devers,,,,,,,,,,,,
10,,,,,374,20,82,9,Called Strike,Changeup,86.2,1397,31,↓,14,→
,,Tommy Kahnle,,Rafael Devers,,,,,,,,,,,,
11,,,,,373,19,81,9,Swinging Strike,Changeup,88,1408,34,↓,14,→
,,Tommy Kahnle,,Ceddanne Rafaela,,,,,,,,,,,,
12,,,,,372,18,81,9,Swinging Strike,Changeup,88.2,1336,34,↓,13,→
,,Tommy Kahnle,,Ceddanne Rafaela,,,,,,,,,,,,
13,,,,,371,17,81,9,Swinging Strike,Changeup,88.1,1339,36,↓,15,→
,,Tommy Kahnle,,Ceddanne Rafaela,,,,,,,,,,,,
14,,,,,370,16,80,9,Swinging Strike,Sinker,94.5,2234,17,↓,13,→
,,Tommy Kahnle,,Luis Urias,,,,,,,,,,,,
15,,,,,369,15,80,9,Called Strike,Sinker,94.5,2153,18,↓,16,→
,,Tommy Kahnle,,Luis Urias,,,,,,,,,,,,
16,,,,,368,14,80,9,Ball,Sinker,95.2,2263,16,↓,13,→
,,Tommy Kahnle,,Luis Urias,,,,,,,,,,,,
17,,,,,367,13,80,9,Ball,Changeup,89.1,1549,31,↓,13,→
,,Tommy Kahnle,,Luis Urias,,,,,,,,,,,,
18,,,,,366,12,80,9,Ball,Changeup,87.3,1523,33,↓,15,→
,,Tommy Kahnle,,Luis Urias,,,,,,,,,,,,
19,,,,,365,11,80,9,Called Strike,Sinker,92.8,2127,18,↓,15,→
,,Tommy Kahnle,,Luis Urias,,,,,,,,,,,,
20,,,,,364,22,79,9,Swinging Strike,Slider,81.4,2567,37,↓,18,←
,,John Schreiber,,Oswaldo Cabrera,,,,,,,,,,,,
21,,,,,363,21,79,9,Foul,Changeup,87.9,1645,39,↓,12,→
,,John Schreiber,,Oswaldo Cabrera,,,,,,,,,,,,
22,,,,,362,20,79,9,Ball,4-Seam Fastball,93.4,2187,24,↓,8,→
,,John Schreiber,,Oswaldo Cabrera,,,,,,,,,,,,
23,,,,,361,19,79,9,Foul,4-Seam Fastball,94,2163,22,↓,7,→
,,John Schreiber,,Oswaldo Cabrera,,,,,,,,,,,,
24,,,,,360,18,79,9,Foul,Slider,80.9,2643,37,↓,11,←
,,John Schreiber,,Oswaldo Cabrera,,,,,,,,,,,,
25,,,,,359,17,78,9,"In play, run(s)",Slider,81.1,2692,35,↓,17,←
,,John Schreiber,,Oswald Peraza,,,,,,,,,,,,
26,,,,,358,16,77,9,Swinging Strike,Slider,81.1,2709,35,↓,17,←
,,John Schreiber,,Anthony Volpe,,,,,,,,,,,,
27,,,,,356,15,77,9,Foul,Slider,80.4,2577,38,↓,15,←
,,John Schreiber,,Anthony Volpe,,,,,,,,,,,,
28,,,,,355,14,77,9,Ball,4-Seam Fastball,92.2,2206,24,↓,10,→
,,John Schreiber,,Anthony Volpe,,,,,,,,,,,,
29,,,,,354,13,77,9,Called Strike,Sinker,92.4,2221,35,↓,14,→
,,John Schreiber,,Anthony Volpe,,,,,,,,,,,,
30,,,,,352,12,76,9,Hit By Pitch,Slider,81.4,2656,36,↓,19,←
,,John Schreiber,,Estevan Florial,,,,,,,,,,,,
31,,,,,350,11,76,9,Called Strike,Slider,80.1,2610,36,↓,18,←
,,John Schreiber,,Estevan Florial,,,,,,,,,,,,
32,,,,,349,10,76,9,Ball,4-Seam Fastball,92.7,2208,25,↓,11,→
,,John Schreiber,,Estevan Florial,,,,,,,,,,,,
33,,,,,348,9,76,9,Ball,Changeup,88.8,1676,46,↓,11,→
,,John Schreiber,,Estevan Florial,,,,,,,,,,,,
34,,,,,347,8,76,9,Called Strike,Slider,80.7,2536,35,↓,17,←
,,John Schreiber,,Estevan Florial,,,,,,,,,,,,
35,,,,,346,7,75,9,"In play, out(s)",Slider,80.6,2585,38,↓,13,←
,,John Schreiber,,Isiah Kiner-Falefa,,,,,,,,,,,,
36,,,,,345,6,75,9,Ball,Sinker,93.1,2116,34,↓,20,→
,,John Schreiber,,Isiah Kiner-Falefa,,,,,,,,,,,,
37,,,,,344,5,75,9,Foul,4-Seam Fastball,92.9,2262,22,↓,10,→
,,John Schreiber,,Isiah Kiner-Falefa,,,,,,,,,,,,
38,,,,,343,4,75,9,Foul,Slider,81.2,2680,39,↓,15,←
,,John Schreiber,,Isiah Kiner-Falefa,,,,,,,,,,,,
39,,,,,342,3,75,9,Called Strike,Sinker,92.3,2224,30,↓,15,→
,,John Schreiber,,Isiah Kiner-Falefa,,,,,,,,,,,,
40,,,,,341,2,75,9,Ball,Slider,80.8,2591,39,↓,16,←
,,John Schreiber,,Isiah Kiner-Falefa,,,,,,,,,,,,
41,,,,,340,1,75,9,Foul,4-Seam Fastball,92.8,2190,21,↓,10,→
,,John Schreiber,,Isiah Kiner-Falefa,,,,,,,,,,,,
42,,,,,337,10,74,8,"In play, out(s)",Changeup,87.3,1365,32,↓,14,→
,,Tommy Kahnle,,Reese McGuire,,,,,,,,,,,,
43,,,,,336,9,74,8,Called Strike,Changeup,87.7,1426,28,↓,16,→
,,Tommy Kahnle,,Reese McGuire,,,,,,,,,,,,
44,,,,,335,8,73,8,Swinging Strike,Changeup,88.2,1403,32,↓,15,→
,,Tommy Kahnle,,Pablo Reyes,,,,,,,,,,,,
45,,,,,334,7,73,8,Foul,Sinker,94,2061,18,↓,17,→
,,Tommy Kahnle,,Pablo Reyes,,,,,,,,,,,,
46,,,,,332,6,73,8,Foul,Changeup,88.1,1307,36,↓,13,→
,,Tommy Kahnle,,Pablo Reyes,,,,,,,,,,,,
47,,,,,331,5,73,8,Ball,Changeup,87.9,1278,34,↓,13,→
,,Tommy Kahnle,,Pablo Reyes,,,,,,,,,,,,
48,,,,,330,4,73,8,Called Strike,Changeup,86.1,1287,36,↓,12,→
,,Tommy Kahnle,,Pablo Reyes,,,,,,,,,,,,
49,,,,,329,3,73,8,Ball,Sinker,94,2060,18,↓,14,→
,,Tommy Kahnle,,Pablo Reyes,,,,,,,,,,,,
50,,,,,328,2,72,8,"In play, out(s)",Sinker,93,2072,18,↓,14,→
,,Tommy Kahnle,,Rob Refsnyder,,,,,,,,,,,,
51,,,,,327,1,72,8,Foul,Changeup,87.3,1547,32,↓,16,→
,,Tommy Kahnle,,Rob Refsnyder,,,,,,,,,,,,
52,,,,,323,28,71,8,"In play, out(s)",Sinker,95.1,2139,24,↓,18,→
,,Mauricio Llovera,,Gleyber Torres,,,,,,,,,,,,
53,,,,,321,27,71,8,Called Strike,Sinker,96.2,2236,21,↓,19,→
,,Mauricio Llovera,,Gleyber Torres,,,,,,,,,,,,
54,,,,,320,26,71,8,Ball,Slider,83.5,2712,36,↓,15,←
,,Mauricio Llovera,,Gleyber Torres,,,,,,,,,,,,
55,,,,,319,25,71,8,Foul,Sinker,94.2,2155,24,↓,17,→
,,Mauricio Llovera,,Gleyber Torres,,,,,,,,,,,,
56,,,,,318,24,71,8,Ball,Slider,83.5,2704,37,↓,17,←
,,Mauricio Llovera,,Gleyber Torres,,,,,,,,,,,,
57,,,,,317,23,71,8,Ball,Slider,83.4,2640,38,↓,16,←
,,Mauricio Llovera,,Gleyber Torres,,,,,,,,,,,,
58,,,,,311,22,69,8,"In play, run(s)",Slider,81.9,2690,43,↓,21,←
,,Mauricio Llovera,,DJ LeMahieu,,,,,,,,,,,,
59,,,,,310,21,69,8,Ball,Slider,83.9,2680,39,↓,17,←
,,Mauricio Llovera,,DJ LeMahieu,,,,,,,,,,,,
60,,,,,309,20,69,8,Called Strike,Slider,81.9,2574,40,↓,17,←
,,Mauricio Llovera,,DJ LeMahieu,,,,,,,,,,,,
61,,,,,308,19,68,8,"In play, out(s)",Sinker,94.9,2092,25,↓,18,→
,,Mauricio Llovera,,Kyle Higashioka,,,,,,,,,,,,
62,,,,,307,18,68,8,Ball,Slider,81.9,2611,42,↓,21,←
,,Mauricio Llovera,,Kyle Higashioka,,,,,,,,,,,,
63,,,,,306,17,68,8,Called Strike,Sinker,94.9,2100,21,↓,17,→
,,Mauricio Llovera,,Kyle Higashioka,,,,,,,,,,,,
64,,,,,305,16,68,8,Ball,Slider,81.9,2661,42,↓,16,←
,,Mauricio Llovera,,Kyle Higashioka,,,,,,,,,,,,
65,,,,,304,15,68,8,Ball,Slider,82.5,2588,42,↓,13,←
,,Mauricio Llovera,,Kyle Higashioka,,,,,,,,,,,,
66,,,,,302,14,67,8,"In play, no out",Sinker,93.7,2083,25,↓,16,→
,,Mauricio Llovera,,Oswaldo Cabrera,,,,,,,,,,,,
67,,,,,301,13,67,8,Foul,Slider,83.1,2582,39,↓,15,←
,,Mauricio Llovera,,Oswaldo Cabrera,,,,,,,,,,,,
68,,,,,300,12,67,8,Ball,Sinker,95.9,2130,21,↓,17,→
,,Mauricio Llovera,,Oswaldo Cabrera,,,,,,,,,,,,
69,,,,,299,11,67,8,Foul,Slider,82.8,2515,37,↓,14,←
,,Mauricio Llovera,,Oswaldo Cabrera,,,,,,,,,,,,
70,,,,,298,10,67,8,Ball,Sinker,94.3,2055,26,↓,15,→
,,Mauricio Llovera,,Oswaldo Cabrera,,,,,,,,,,,,
71,,,,,297,9,67,8,Called Strike,Sinker,94.4,2063,24,↓,16,→
,,Mauricio Llovera,,Oswaldo Cabrera,,,,,,,,,,,,
72,,,,,295,8,66,8,"In play, out(s)",Slider,80.9,2608,43,↓,19,←
,,Mauricio Llovera,,Oswald Peraza,,,,,,,,,,,,
73,,,,,294,7,66,8,Foul Bunt,Sinker,93.2,2002,25,↓,17,→
,,Mauricio Llovera,,Oswald Peraza,,,,,,,,,,,,
74,,,,,293,6,65,8,"In play, no out",Slider,81.3,2588,47,↓,20,←
,,Mauricio Llovera,,Anthony Volpe,,,,,,,,,,,,
75,,,,,291,5,65,8,Ball,Slider,83,2545,37,↓,15,←
,,Mauricio Llovera,,Anthony Volpe,,,,,,,,,,,,
76,,,,,290,4,65,8,Called Strike,Sinker,95,2165,22,↓,13,→
,,Mauricio Llovera,,Anthony Volpe,,,,,,,,,,,,
77,,,,,289,3,65,8,Ball,Slider,82.5,2558,39,↓,17,←
,,Mauricio Llovera,,Anthony Volpe,,,,,,,,,,,,
78,,,,,288,2,65,8,Called Strike,Slider,82.6,2582,40,↓,16,←
,,Mauricio Llovera,,Anthony Volpe,,,,,,,,,,,,
79,,,,,287,1,65,8,Ball,Sinker,94.8,2054,25,↓,16,→
,,Mauricio Llovera,,Anthony Volpe,,,,,,,,,,,,
80,,,,,285,14,64,7,"In play, out(s)",Sinker,95.9,2350,21,↓,17,←
,,Wandy Peralta,,Masataka Yoshida,,,,,,,,,,,,
81,,,,,284,13,64,7,Foul,Sinker,96,2339,21,↓,17,←
,,Wandy Peralta,,Masataka Yoshida,,,,,,,,,,,,
82,,,,,283,12,63,7,"In play, run(s)",Changeup,88.7,2286,31,↓,18,←
,,Wandy Peralta,,Triston Casas,,,,,,,,,,,,
83,,,,,282,11,62,7,"In play, out(s)",Sinker,95.7,2310,20,↓,16,←
,,Wandy Peralta,,Alex Verdugo,,,,,,,,,,,,
84,,,,,281,10,62,7,Ball In Dirt,Slider,89.3,2335,29,↓,5,←
,,Wandy Peralta,,Alex Verdugo,,,,,,,,,,,,
85,,,,,280,9,62,7,Foul,Changeup,87.7,2094,37,↓,16,←
,,Wandy Peralta,,Alex Verdugo,,,,,,,,,,,,
86,,,,,279,8,62,7,Foul,Sinker,95.5,2281,21,↓,17,←
,,Wandy Peralta,,Alex Verdugo,,,,,,,,,,,,
87,,,,,278,7,62,7,Foul Bunt,Changeup,87.4,2176,36,↓,19,←
,,Wandy Peralta,,Alex Verdugo,,,,,,,,,,,,
88,,,,,277,6,62,7,Foul,Sinker,95.6,2270,21,↓,20,←
,,Wandy Peralta,,Alex Verdugo,,,,,,,,,,,,
89,,,,,276,5,62,7,Ball,Sinker,95.3,2248,22,↓,19,←
,,Wandy Peralta,,Alex Verdugo,,,,,,,,,,,,
90,,,,,274,4,61,7,"In play, no out",Sinker,95.5,2340,23,↓,18,←
,,Wandy Peralta,,Rafael Devers,,,,,,,,,,,,
91,,,,,273,3,61,7,Ball In Dirt,Slider,88.6,2312,29,↓,1,→
,,Wandy Peralta,,Rafael Devers,,,,,,,,,,,,
92,,,,,272,2,61,7,Ball In Dirt,Slider,88.4,2312,26,↓,1,←
,,Wandy Peralta,,Rafael Devers,,,,,,,,,,,,
93,,,,,271,1,61,7,Called Strike,Changeup,86.5,2223,36,↓,17,←
,,Wandy Peralta,,Rafael Devers,,,,,,,,,,,,
94,,,,,268,18,60,7,"In play, no out",Cutter,88,2169,28,↓,0,
,,Zach McAllister,,Ceddanne Rafaela,,,,,,,,,,,,
95,,,,,267,17,60,7,Foul,Cutter,87.5,2129,28,↓,1,←
,,Zach McAllister,,Ceddanne Rafaela,,,,,,,,,,,,
96,,,,,266,16,60,7,Ball,Sinker,92.1,2256,21,↓,11,→
,,Zach McAllister,,Ceddanne Rafaela,,,,,,,,,,,,
97,,,,,265,15,60,7,Foul,Sinker,91.7,2319,24,↓,11,→
,,Zach McAllister,,Ceddanne Rafaela,,,,,,,,,,,,
98,,,,,264,14,60,7,Foul,Cutter,88.1,2192,27,↓,3,→
,,Zach McAllister,,Ceddanne Rafaela,,,,,,,,,,,,
99,,,,,263,13,60,7,Swinging Strike,Sinker,92,2240,22,↓,12,→
,,Zach McAllister,,Ceddanne Rafaela,,,,,,,,,,,,
100,,,,,262,12,60,7,Ball,Sinker,91.3,2241,23,↓,13,→
,,Zach McAllister,,Ceddanne Rafaela,,,,,,,,,,,,
101,,,,,261,11,60,7,Foul,Cutter,85.8,2179,28,↓,3,←
,,Zach McAllister,,Ceddanne Rafaela,,,,,,,,,,,,
102,,,,,259,42,59,7,"In play, out(s)",Sweeper,79.5,2582,50,↓,14,→
,,Brandon Walter,,Estevan Florial,,,,,,,,,,,,
103,,,,,258,41,58,7,"In play, out(s)",Sweeper,80.5,2576,47,↓,12,→
,,Brandon Walter,,Giancarlo Stanton,,,,,,,,,,,,
104,,,,,257,40,58,7,Foul,Cutter,87.6,2228,30,↓,3,→
,,Brandon Walter,,Giancarlo Stanton,,,,,,,,,,,,
105,,,,,256,39,58,7,Called Strike,Sinker,88.8,1979,34,↓,13,←
,,Brandon Walter,,Giancarlo Stanton,,,,,,,,,,,,
106,,,,,255,38,58,7,Foul,Cutter,85.1,2398,34,↓,5,→
,,Brandon Walter,,Giancarlo Stanton,,,,,,,,,,,,
107,,,,,254,37,58,7,Ball,Sinker,90.4,2137,29,↓,15,←
,,Brandon Walter,,Giancarlo Stanton,,,,,,,,,,,,
108,,,,,253,36,58,7,Ball,Sweeper,79.7,2548,48,↓,15,→
,,Brandon Walter,,Giancarlo Stanton,,,,,,,,,,,,
109,,,,,252,35,57,7,"In play, out(s)",Sinker,88.7,2152,30,↓,12,←
,,Brandon Walter,,Gleyber Torres,,,,,,,,,,,,
110,,,,,251,34,57,7,Ball,Cutter,85.5,2407,33,↓,4,→
,,Brandon Walter,,Gleyber Torres,,,,,,,,,,,,
111,,,,,250,33,57,7,Ball,Changeup,81,2171,38,↓,18,←
,,Brandon Walter,,Gleyber Torres,,,,,,,,,,,,
112,,,,,249,10,56,6,Swinging Strike,Cutter,88.8,2247,24,↓,1,←
,,Zach McAllister,,Luis Urias,,,,,,,,,,,,
113,,,,,247,9,56,6,Foul,Sinker,92.2,2269,23,↓,13,→
,,Zach McAllister,,Luis Urias,,,,,,,,,,,,
114,,,,,246,8,56,6,Foul,Sinker,91.6,2245,21,↓,13,→
,,Zach McAllister,,Luis Urias,,,,,,,,,,,,
115,,,,,245,7,56,6,Foul,Cutter,88.7,2270,25,↓,4,→
,,Zach McAllister,,Luis Urias,,,,,,,,,,,,
116,,,,,243,6,56,6,Ball,Sinker,91.9,2244,22,↓,8,→
,,Zach McAllister,,Luis Urias,,,,,,,,,,,,
117,,,,,241,5,56,6,Swinging Strike,Cutter,87.4,2212,27,↓,1,←
,,Zach McAllister,,Luis Urias,,,,,,,,,,,,
118,,,,,240,4,56,6,Called Strike,Sinker,90.7,2181,22,↓,11,→
,,Zach McAllister,,Luis Urias,,,,,,,,,,,,
119,,,,,239,3,55,6,"In play, out(s)",Changeup,82.5,1511,44,↓,16,→
,,Zach McAllister,,Reese McGuire,,,,,,,,,,,,
120,,,,,238,2,55,6,Foul,Sinker,90.3,2263,24,↓,15,→
,,Zach McAllister,,Reese McGuire,,,,,,,,,,,,
121,,,,,237,1,55,6,Foul,Sinker,88.7,2280,22,↓,10,→
,,Zach McAllister,,Reese McGuire,,,,,,,,,,,,
122,,,,,234,88,54,6,"In play, no out",Knuckle Curve,83.7,2869,49,↓,14,←
,,Clarke Schmidt,,Pablo Reyes,,,,,,,,,,,,
123,,,,,232,87,54,6,Called Strike,Sinker,90.2,2518,24,↓,6,→
,,Clarke Schmidt,,Pablo Reyes,,,,,,,,,,,,
124,,,,,231,86,54,6,Foul,Sinker,92.2,2486,26,↓,14,→
,,Clarke Schmidt,,Pablo Reyes,,,,,,,,,,,,
125,,,,,230,85,53,6,"In play, out(s)",Cutter,90.7,2599,23,↓,2,←
,,Clarke Schmidt,,Wilyer Abreu,,,,,,,,,,,,
126,,,,,229,84,53,6,Ball,Knuckle Curve,83.6,2732,43,↓,14,←
,,Clarke Schmidt,,Wilyer Abreu,,,,,,,,,,,,
127,,,,,228,83,53,6,Foul,Sinker,90,2534,25,↓,8,→
,,Clarke Schmidt,,Wilyer Abreu,,,,,,,,,,,,
128,,,,,227,82,53,6,Called Strike,Sweeper,86.1,2819,31,↓,3,←
,,Clarke Schmidt,,Wilyer Abreu,,,,,,,,,,,,
129,,,,,226,81,53,6,Ball,Sweeper,84.5,2887,33,↓,6,←
,,Clarke Schmidt,,Wilyer Abreu,,,,,,,,,,,,
130,,,,,225,32,52,6,"In play, out(s)",Sinker,91.9,2166,30,↓,15,←
,,Brandon Walter,,Aaron Judge,,,,,,,,,,,,
131,,,,,224,31,52,6,Swinging Strike,Sweeper,78.8,2537,51,↓,16,→
,,Brandon Walter,,Aaron Judge,,,,,,,,,,,,
132,,,,,223,30,52,6,Ball,Cutter,88,2347,29,↓,4,→
,,Brandon Walter,,Aaron Judge,,,,,,,,,,,,
133,,,,,222,29,52,6,Called Strike,Sweeper,79.8,2501,48,↓,15,→
,,Brandon Walter,,Aaron Judge,,,,,,,,,,,,
134,,,,,221,28,52,6,Ball,Sinker,91.6,2092,32,↓,16,←
,,Brandon Walter,,Aaron Judge,,,,,,,,,,,,
135,,,,,220,27,51,6,"In play, no out",Sinker,90.4,2111,28,↓,12,←
,,Brandon Walter,,DJ LeMahieu,,,,,,,,,,,,
136,,,,,218,26,51,6,Called Strike,Sinker,89.4,2122,32,↓,14,←
,,Brandon Walter,,DJ LeMahieu,,,,,,,,,,,,
137,,,,,217,25,51,6,Ball,Sinker,91.5,2138,29,↓,15,←
,,Brandon Walter,,DJ LeMahieu,,,,,,,,,,,,
138,,,,,216,24,51,6,Ball,Changeup,81.8,2446,38,↓,20,←
,,Brandon Walter,,DJ LeMahieu,,,,,,,,,,,,
139,,,,,215,23,51,6,Called Strike,4-Seam Fastball,90.7,2204,22,↓,4,←
,,Brandon Walter,,DJ LeMahieu,,,,,,,,,,,,
140,,,,,214,22,51,6,Ball,Sinker,91.4,2153,27,↓,13,←
,,Brandon Walter,,DJ LeMahieu,,,,,,,,,,,,
141,,,,,213,21,50,6,Swinging Strike,Sweeper,78.6,2413,50,↓,15,→
,,Brandon Walter,,Kyle Higashioka,,,,,,,,,,,,
142,,,,,212,20,50,6,Ball,Changeup,83.4,2350,37,↓,22,←
,,Brandon Walter,,Kyle Higashioka,,,,,,,,,,,,
143,,,,,211,19,50,6,Foul,4-Seam Fastball,91.1,2259,22,↓,3,←
,,Brandon Walter,,Kyle Higashioka,,,,,,,,,,,,
144,,,,,210,18,50,6,Foul,Sweeper,80.6,2459,46,↓,14,→
,,Brandon Walter,,Kyle Higashioka,,,,,,,,,,,,
145,,,,,209,17,50,6,Foul,Sinker,91.3,2138,28,↓,13,←
,,Brandon Walter,,Kyle Higashioka,,,,,,,,,,,,
146,,,,,208,16,50,6,Called Strike,Sinker,89.7,2116,33,↓,15,←
,,Brandon Walter,,Kyle Higashioka,,,,,,,,,,,,
147,,,,,207,15,50,6,Foul,Cutter,84.9,2294,35,↓,3,→
,,Brandon Walter,,Kyle Higashioka,,,,,,,,,,,,
148,,,,,206,14,50,6,Ball,Sweeper,77.1,2483,51,↓,15,→
,,Brandon Walter,,Kyle Higashioka,,,,,,,,,,,,
149,,,,,205,80,49,5,"In play, out(s)",Knuckle Curve,83.8,3003,48,↓,12,←
,,Clarke Schmidt,,Masataka Yoshida,,,,,,,,,,,,
150,,,,,204,79,48,5,"In play, run(s)",Cutter,90.5,2755,23,↓,1,→
,,Clarke Schmidt,,Triston Casas,,,,,,,,,,,,
151,,,,,203,78,48,5,Called Strike,Knuckle Curve,83.2,3039,39,↓,20,←
,,Clarke Schmidt,,Triston Casas,,,,,,,,,,,,
152,,,,,202,77,47,5,"In play, out(s)",Cutter,91.9,2717,23,↓,1,←
,,Clarke Schmidt,,Alex Verdugo,,,,,,,,,,,,
153,,,,,199,76,46,5,Hit By Pitch,Knuckle Curve,84.4,2944,46,↓,17,←
,,Clarke Schmidt,,Rafael Devers,,,,,,,,,,,,
154,,,,,198,75,46,5,Ball,Cutter,90.5,2740,27,↓,5,←
,,Clarke Schmidt,,Rafael Devers,,,,,,,,,,,,
155,,,,,197,74,46,5,Foul,Sinker,91.4,2678,24,↓,7,→
,,Clarke Schmidt,,Rafael Devers,,,,,,,,,,,,
156,,,,,196,73,45,5,"In play, out(s)",Sweeper,85.6,3049,31,↓,11,←
,,Clarke Schmidt,,Ceddanne Rafaela,,,,,,,,,,,,
157,,,,,195,72,44,5,"In play, no out",Sinker,90.6,2690,28,↓,7,→
,,Clarke Schmidt,,Luis Urias,,,,,,,,,,,,
158,,,,,194,71,44,5,Called Strike,Cutter,90.8,2708,23,↓,3,←
,,Clarke Schmidt,,Luis Urias,,,,,,,,,,,,
159,,,,,193,13,43,5,"In play, out(s)",Cutter,86.8,2375,33,↓,4,→
,,Brandon Walter,,Oswaldo Cabrera,,,,,,,,,,,,
160,,,,,192,12,43,5,Ball,Sinker,91.8,2092,28,↓,21,←
,,Brandon Walter,,Oswaldo Cabrera,,,,,,,,,,,,
161,,,,,191,11,42,5,Called Strike,Sweeper,79.7,2612,50,↓,14,→
,,Brandon Walter,,Oswald Peraza,,,,,,,,,,,,
162,,,,,190,10,42,5,Ball,4-Seam Fastball,90.9,2216,20,↓,7,←
,,Brandon Walter,,Oswald Peraza,,,,,,,,,,,,
163,,,,,189,9,42,5,Ball,Sweeper,80.2,2592,49,↓,13,→
,,Brandon Walter,,Oswald Peraza,,,,,,,,,,,,
164,,,,,188,8,42,5,Called Strike,Cutter,86.2,2323,34,↓,4,→
,,Brandon Walter,,Oswald Peraza,,,,,,,,,,,,
165,,,,,187,7,42,5,Foul Tip,Sinker,91,2087,30,↓,17,←
,,Brandon Walter,,Oswald Peraza,,,,,,,,,,,,
166,,,,,186,6,41,5,"In play, no out",Changeup,84,2279,36,↓,17,←
,,Brandon Walter,,Anthony Volpe,,,,,,,,,,,,
167,,,,,185,5,41,5,Ball,Changeup,82.5,2347,38,↓,16,←
,,Brandon Walter,,Anthony Volpe,,,,,,,,,,,,
168,,,,,184,4,40,5,"In play, out(s)",Sweeper,81,2543,46,↓,15,→
,,Brandon Walter,,Estevan Florial,,,,,,,,,,,,
169,,,,,182,3,40,5,Called Strike,Sinker,90.7,2162,31,↓,14,←
,,Brandon Walter,,Estevan Florial,,,,,,,,,,,,
170,,,,,181,2,40,5,Swinging Strike,Cutter,86.4,2377,32,↓,4,→
,,Brandon Walter,,Estevan Florial,,,,,,,,,,,,
171,,,,,180,1,40,5,Ball,Sweeper,78.9,2524,48,↓,17,→
,,Brandon Walter,,Estevan Florial,,,,,,,,,,,,
172,,,,,178,70,39,4,Called Strike,Cutter,91.4,2609,23,↓,1,←
,,Clarke Schmidt,,Reese McGuire,,,,,,,,,,,,
173,,,,,177,69,39,4,Ball,Cutter,90.2,2624,24,↓,3,←
,,Clarke Schmidt,,Reese McGuire,,,,,,,,,,,,
174,,,,,176,68,39,4,Ball,Sinker,90,2507,27,↓,6,→
,,Clarke Schmidt,,Reese McGuire,,,,,,,,,,,,
175,,,,,175,67,39,4,Foul,Knuckle Curve,83.6,2831,45,↓,14,←
,,Clarke Schmidt,,Reese McGuire,,,,,,,,,,,,
176,,,,,174,66,39,4,Foul,Knuckle Curve,83.1,2896,46,↓,16,←
,,Clarke Schmidt,,Reese McGuire,,,,,,,,,,,,
177,,,,,173,65,39,4,Ball,Knuckle Curve,83.3,2744,44,↓,14,←
,,Clarke Schmidt,,Reese McGuire,,,,,,,,,,,,
178,,,,,172,64,39,4,Foul,Cutter,90.1,2618,26,↓,3,←
,,Clarke Schmidt,,Reese McGuire,,,,,,,,,,,,
179,,,,,171,63,39,4,Foul,Knuckle Curve,84.3,2745,49,↓,12,←
,,Clarke Schmidt,,Reese McGuire,,,,,,,,,,,,
180,,,,,170,62,39,4,Called Strike,Sweeper,85.9,2785,32,↓,4,←
,,Clarke Schmidt,,Reese McGuire,,,,,,,,,,,,
181,,,,,169,61,38,4,"In play, out(s)",Sinker,92.3,2448,27,↓,14,→
